cutoff,cutoff_days,n,n_pos,prevalence,pr_auc,roc_auc,f1,precision,recall,f1_best,threshold_best,threshold,median_obs_seen,n_empty,mode,seed,fold,best_epoch
+20d,20.0,488,24,0.04918032786885246,0.455903216189891,0.9413613505747127,0.425531914893617,0.2857142857142857,0.8333333333333334,0.4745762711864407,0.7315139174461365,0.5,82.0,0,finetune,0,2,11
+50d,50.0,488,24,0.04918032786885246,0.5670354756455408,0.9690193965517242,0.4782608695652174,0.3235294117647059,0.9166666666666666,0.6060606060606061,0.7373372912406921,0.5,85.5,0,finetune,0,2,11
+100d,100.0,488,24,0.04918032786885246,0.5853712803126702,0.9709051724137931,0.5,0.34375,0.9166666666666666,0.6229508196721311,0.7794519066810608,0.5,90.5,0,finetune,0,2,11
full,,488,24,0.04918032786885246,0.6637547605567627,0.981591235632184,0.6052631578947368,0.4423076923076923,0.9583333333333334,0.6909090909090909,0.8660741448402405,0.5,148.0,0,finetune,0,2,11
-50d,-50.0,487,24,0.049281314168377825,0.16862922968925656,0.7518898488120951,0.18095238095238095,0.10215053763440861,0.7916666666666666,0.2,0.7663879990577698,0.5,67.0,7,finetune,0,3,10
-20d,-20.0,487,24,0.049281314168377825,0.1752438401767632,0.7589992800575954,0.19689119170984457,0.11242603550295859,0.7916666666666666,0.2032085561497326,0.5214429497718811,0.5,69.0,2,finetune,0,3,10
-10d,-10.0,487,24,0.049281314168377825,0.22780963044719094,0.7858171346292295,0.2111111111111111,0.12179487179487179,0.7916666666666666,0.25641025641025644,0.7675541043281555,0.5,71.0,1,finetune,0,3,10
+0d,0.0,487,24,0.049281314168377825,0.2947440399939607,0.8205543556515479,0.2302158273381295,0.1391304347826087,0.6666666666666666,0.4,0.6979696750640869,0.5,74.0,0,finetune,0,3,10
+20d,20.0,487,24,0.049281314168377825,0.4147210744099537,0.866900647948164,0.4146341463414634,0.29310344827586204,0.7083333333333334,0.4814814814814815,0.6894805431365967,0.5,77.0,0,finetune,0,3,10
+50d,50.0,487,24,0.049281314168377825,0.5008556057618522,0.898398128149748,0.45,0.32142857142857145,0.75,0.5714285714285714,0.6766975522041321,0.5,82.0,0,finetune,0,3,10
+100d,100.0,487,24,0.049281314168377825,0.5714977547250372,0.9163066954643628,0.5063291139240507,0.36363636363636365,0.8333333333333334,0.6451612903225806,0.6833599805831909,0.5,86.0,0,finetune,0,3,10
full,,487,24,0.049281314168377825,0.6626927912310175,0.9074874010079194,0.5573770491803278,0.4594594594594595,0.7083333333333334,0.6382978723404256,0.6787006258964539,0.5,147.0,0,finetune,0,3,10
-50d,-50.0,486,23,0.047325102880658436,0.15413519651134888,0.780448868438351,0.18627450980392157,0.10497237569060773,0.8260869565217391,0.20689655172413793,0.8452197313308716,0.5,72.0,1,finetune,0,4,17
-20d,-20.0,486,23,0.047325102880658436,0.21382985657750941,0.7848624283970326,0.18274111675126903,0.10344827586206896,0.782608695652174,0.3428571428571428,0.8980851173400879,0.5,75.5,1,finetune,0,4,17
-10d,-10.0,486,23,0.047325102880658436,0.24313553456483633,0.8064607005352615,0.1878453038674033,0.10759493670886076,0.7391304347826086,0.3428571428571428,0.8980851173400879,0.5,77.0,1,finetune,0,4,17
+0d,0.0,486,23,0.047325102880658436,0.3702917551162488,0.870128650577519,0.23841059602649006,0.140625,0.782608695652174,0.42857142857142855,0.9080541729927063,0.5,80.5,0,finetune,0,4,17
+20d,20.0,486,23,0.047325102880658436,0.5357329242813711,0.9112592731711897,0.3829787234042553,0.2535211267605634,0.782608695652174,0.5660377358490566,0.8270821571350098,0.5,83.0,0,finetune,0,4,17
+50d,50.0,486,23,0.047325102880658436,0.5731228089870968,0.9506995962062166,0.4691358024691358,0.3275862068965517,0.8260869565217391,0.6666666666666666,0.9389978647232056,0.5,89.0,0,finetune,0,4,17
+100d,100.0,486,23,0.047325102880658436,0.6878454350984029,0.9557704948821485,0.5507246376811594,0.41304347826086957,0.8260869565217391,0.7346938775510203,0.9190467000007629,0.5,94.0,0,finetune,0,4,17
full,,486,23,0.047325102880658436,0.7565160169715124,0.955582683820077,0.6031746031746031,0.475,0.8260869565217391,0.7169811320754716,0.8120724558830261,0.5,147.0,0,finetune,0,4,17
-50d,-50.0,487,24,0.049281314168377825,0.15575327819817827,0.7252519798416127,0.19704433497536947,0.11173184357541899,0.8333333333333334,0.19999999999999998,0.4911229610443115,0.5,72.0,1,finetune,1,0,6
-20d,-20.0,487,24,0.049281314168377825,0.17781914388195935,0.7532397408207343,0.17894736842105263,0.10240963855421686,0.7083333333333334,0.19512195121951217,0.449893593788147,0.5,75.0,0,finetune,1,0,6
-10d,-10.0,487,24,0.049281314168377825,0.23689959392547147,0.7805075593952484,0.1724137931034483,0.1,0.625,0.25806451612903225,0.6866956353187561,0.5,76.0,0,finetune,1,0,6
+0d,0.0,487,24,0.049281314168377825,0.24200774359961308,0.8013858891288698,0.19548872180451127,0.11926605504587157,0.5416666666666666,0.26666666666666666,0.6204484105110168,0.5,79.0,0,finetune,1,0,6
+20d,20.0,487,24,0.049281314168377825,0.3240507515632952,0.8604211663066955,0.2807017543859649,0.17777777777777778,0.6666666666666666,0.375,0.6222608089447021,0.5,81.0,0,finetune,1,0,6
+50d,50.0,487,24,0.049281314168377825,0.399130463594308,0.9226061915046797,0.40860215053763443,0.2753623188405797,0.7916666666666666,0.4897959183673469,0.6437318921089172,0.5,85.0,0,finetune,1,0,6
+100d,100.0,487,24,0.049281314168377825,0.4691509976655137,0.9351151907847373,0.4418604651162791,0.3064516129032258,0.7916666666666666,0.5909090909090908,0.7016586065292358,0.5,91.0,0,finetune,1,0,6
full,,487,24,0.049281314168377825,0.5004911137952937,0.9311555075593951,0.42696629213483145,0.2923076923076923,0.7916666666666666,0.6666666666666666,0.7081308960914612,0.5,152.0,0,finetune,1,0,6
-50d,-50.0,486,23,0.047325102880658436,0.30901866721413834,0.8493755282186122,0.22340425531914893,0.12727272727272726,0.9130434782608695,0.3333333333333333,0.7311845421791077,0.5,76.0,2,finetune,1,1,9
-20d,-20.0,486,23,0.047325102880658436,0.29018334940210505,0.8332237768804582,0.25,0.14482758620689656,0.9130434782608695,0.2857142857142857,0.8185176253318787,0.5,80.0,1,finetune,1,1,9
-10d,-10.0,486,23,0.047325102880658436,0.2734425045400387,0.8571696872945817,0.2602739726027397,0.15447154471544716,0.8260869565217391,0.31818181818181823,0.6362937688827515,0.5,81.0,1,finetune,1,1,9
+0d,0.0,486,23,0.047325102880658436,0.32812160709661126,0.8747300215982722,0.28346456692913385,0.17307692307692307,0.782608695652174,0.4090909090909091,0.7323547601699829,0.5,84.0,0,finetune,1,1,9
+20d,20.0,486,23,0.047325102880658436,0.42533483870666816,0.9059066579021504,0.36538461538461536,0.2345679012345679,0.8260869565217391,0.5263157894736842,0.6991502046585083,0.5,87.0,0,finetune,1,1,9
+50d,50.0,486,23,0.047325102880658436,0.5648421954131235,0.9351112780542774,0.49382716049382713,0.3448275862068966,0.8695652173913043,0.6296296296296297,0.7333794236183167,0.5,92.0,0,finetune,1,1,9
+100d,100.0,486,23,0.047325102880658436,0.618177685501321,0.9337026950887407,0.5454545454545454,0.3888888888888889,0.9130434782608695,0.689655172413793,0.7252465486526489,0.5,97.0,0,finetune,1,1,9
full,,486,23,0.047325102880658436,0.7058405640970914,0.9436566813785331,0.5833333333333334,0.42857142857142855,0.9130434782608695,0.7499999999999999,0.8164402842521667,0.5,152.0,0,finetune,1,1,9
-50d,-50.0,488,24,0.04918032786885246,0.11643248452413718,0.8045079022988505,0.2009132420091324,0.11282051282051282,0.9166666666666666,0.23076923076923075,0.6409293413162231,0.5,72.0,5,finetune,1,2,8
-20d,-20.0,488,24,0.04918032786885246,0.12456604785262129,0.8113326149425286,0.2131979695431472,0.12138728323699421,0.875,0.2302158273381295,0.5921459794044495,0.5,75.0,1,finetune,1,2,8
-10d,-10.0,488,24,0.04918032786885246,0.12685636409621232,0.8114224137931033,0.2430939226519337,0.14012738853503184,0.9166666666666666,0.2430939226519337,0.5001157522201538,0.5,76.0,1,finetune,1,2,8
+0d,0.0,488,24,0.04918032786885246,0.30090277857139935,0.8935883620689654,0.26490066225165565,0.15748031496062992,0.8333333333333334,0.39285714285714285,0.6861346364021301,0.5,78.0,0,finetune,1,2,8
+20d,20.0,488,24,0.04918032786885246,0.36874173952343026,0.9224137931034483,0.3826086956521739,0.24175824175824176,0.9166666666666666,0.4421052631578947,0.5569219589233398,0.5,82.0,0,finetune,1,2,8
+50d,50.0,488,24,0.04918032786885246,0.6025745289264554,0.9630926724137931,0.4842105263157895,0.323943661971831,0.9583333333333334,0.5753424657534246,0.6701321601867676,0.5,85.5,0,finetune,1,2,8
+100d,100.0,488,24,0.04918032786885246,0.5988431698830821,0.9645294540229885,0.4731182795698925,0.3188405797101449,0.9166666666666666,0.5789473684210527,0.6407757997512817,0.5,90.5,0,finetune,1,2,8
full,,488,24,0.04918032786885246,0.6745629131812251,0.977191091954023,0.5227272727272727,0.359375,0.9583333333333334,0.7083333333333334,0.782624363899231,0.5,148.0,0,finetune,1,2,8
-50d,-50.0,487,24,0.049281314168377825,0.17126893327595696,0.7646688264938805,0.19,0.10795454545454546,0.7916666666666666,0.2333333333333333,0.7451947331428528,0.5,67.0,7,finetune,1,3,11
-20d,-20.0,487,24,0.049281314168377825,0.17055206993998134,0.7707883369330454,0.1837837837837838,0.10559006211180125,0.7083333333333334,0.25,0.7597723603248596,0.5,69.0,2,finetune,1,3,11
-10d,-10.0,487,24,0.049281314168377825,0.16241719317246592,0.7896868250539957,0.2057142857142857,0.11920529801324503,0.75,0.25,0.7307778596878052,0.5,71.0,1,finetune,1,3,11
+0d,0.0,487,24,0.049281314168377825,0.22679705617624882,0.8264038876889849,0.24390243902439024,0.15151515151515152,0.625,0.31999999999999995,0.6030042767524719,0.5,74.0,0,finetune,1,3,11
+20d,20.0,487,24,0.049281314168377825,0.3942817276251434,0.8782397408207343,0.43037974683544306,0.3090909090909091,0.7083333333333334,0.47222222222222227,0.5443982481956482,0.5,77.0,0,finetune,1,3,11
+50d,50.0,487,24,0.049281314168377825,0.48794114971851765,0.91792656587473,0.4675324675324675,0.33962264150943394,0.75,0.5294117647058824,0.5708445310592651,0.5,82.0,0,finetune,1,3,11
+100d,100.0,487,24,0.049281314168377825,0.5601684429119911,0.9352051835853132,0.5205479452054794,0.3877551020408163,0.7916666666666666,0.5853658536585366,0.8608876466751099,0.5,86.0,0,finetune,1,3,11
full,,487,24,0.049281314168377825,0.7411957620690532,0.9703923686105111,0.6440677966101694,0.5428571428571428,0.7916666666666666,0.6666666666666667,0.6104840040206909,0.5,147.0,0,finetune,1,3,11
-50d,-50.0,486,23,0.047325102880658436,0.08394821734048258,0.730960653582496,0.1643835616438356,0.09183673469387756,0.782608695652174,0.18681318681318682,0.60914146900177,0.5,72.0,1,finetune,1,4,11
-20d,-20.0,486,23,0.047325102880658436,0.21063708730541827,0.7654239834726265,0.1641025641025641,0.09302325581395349,0.6956521739130435,0.3125,0.8118278980255127,0.5,75.5,1,finetune,1,4,11
-10d,-10.0,486,23,0.047325102880658436,0.21580764807444097,0.7892759883557141,0.16374269005847952,0.0945945945945946,0.6086956521739131,0.3125,0.8268879055976868,0.5,77.0,1,finetune,1,4,11
+0d,0.0,486,23,0.047325102880658436,0.3063068360552755,0.8555732932669734,0.23880597014925373,0.14414414414414414,0.6956521739130435,0.4067796610169491,0.713599681854248,0.5,80.5,0,finetune,1,4,11
+20d,20.0,486,23,0.047325102880658436,0.4778629065882866,0.9059066579021504,0.3434343434343434,0.2236842105263158,0.7391304347826086,0.5490196078431373,0.7580855488777161,0.5,83.0,0,finetune,1,4,11
+50d,50.0,486,23,0.047325102880658436,0.4764087887714904,0.948445863461358,0.5,0.3508771929824561,0.8695652173913043,0.6530612244897959,0.841760516166687,0.5,89.0,0,finetune,1,4,11
+100d,100.0,486,23,0.047325102880658436,0.5997417485906223,0.9459104141233919,0.5063291139240507,0.35714285714285715,0.8695652173913043,0.6923076923076923,0.8317866921424866,0.5,94.0,0,finetune,1,4,11
full,,486,23,0.047325102880658436,0.708651393901872,0.9551131561648981,0.5970149253731343,0.45454545454545453,0.8695652173913043,0.7659574468085107,0.869353711605072,0.5,147.0,0,finetune,1,4,11
-50d,-50.0,487,24,0.049281314168377825,0.1402023091859967,0.7206623470122391,0.17616580310880828,0.10059171597633136,0.7083333333333334,0.19730941704035876,0.38140127062797546,0.5,72.0,1,finetune,2,0,8
-20d,-20.0,487,24,0.049281314168377825,0.20420501529841437,0.7829373650107991,0.1945945945945946,0.11180124223602485,0.75,0.20754716981132076,0.41691505908966064,0.5,75.0,0,finetune,2,0,8
-10d,-10.0,487,24,0.049281314168377825,0.2629039086450479,0.8128149748020158,0.19101123595505617,0.11038961038961038,0.7083333333333334,0.3225806451612903,0.8010824918746948,0.5,76.0,0,finetune,2,0,8
+0d,0.0,487,24,0.049281314168377825,0.244641277483722,0.8205543556515479,0.18633540372670807,0.10948905109489052,0.625,0.3125,0.8205830454826355,0.5,79.0,0,finetune,2,0,8
+20d,20.0,487,24,0.049281314168377825,0.37105142230439847,0.9093772498200144,0.3673469387755102,0.24324324324324326,0.75,0.41463414634146345,0.5402327179908752,0.5,81.0,0,finetune,2,0,8
+50d,50.0,487,24,0.049281314168377825,0.47664870604833354,0.9331353491720662,0.47368421052631576,0.34615384615384615,0.75,0.53125,0.5995534658432007,0.5,85.0,0,finetune,2,0,8
+100d,100.0,487,24,0.049281314168377825,0.5524862498510553,0.9456443484521238,0.4864864864864865,0.36,0.75,0.6363636363636365,0.8139048218727112,0.5,91.0,0,finetune,2,0,8
full,,487,24,0.049281314168377825,0.5141687569800035,0.9505039596832253,0.4927536231884058,0.37777777777777777,0.7083333333333334,0.6037735849056604,0.6866046190261841,0.5,152.0,0,finetune,2,0,8
-50d,-50.0,486,23,0.047325102880658436,0.3224843038872922,0.8554793877359377,0.23595505617977527,0.13548387096774195,0.9130434782608695,0.29629629629629634,0.7630205154418945,0.5,76.0,2,finetune,2,1,11
-20d,-20.0,486,23,0.047325102880658436,0.319738981378403,0.8440229129495728,0.22093023255813954,0.12751677852348994,0.8260869565217391,0.3125,0.7954055070877075,0.5,80.0,1,finetune,2,1,11
-10d,-10.0,486,23,0.047325102880658436,0.30434638657738833,0.8546342379566156,0.2375,0.1386861313868613,0.8260869565217391,0.3684210526315789,0.7649220824241638,0.5,81.0,1,finetune,2,1,11
+0d,0.0,486,23,0.047325102880658436,0.30585048222913724,0.8866560240398159,0.2857142857142857,0.17094017094017094,0.8695652173913043,0.39999999999999997,0.7315502762794495,0.5,84.0,0,finetune,2,1,11
+20d,20.0,486,23,0.047325102880658436,0.4495754609647743,0.927223213447272,0.4318181818181818,0.2923076923076923,0.8260869565217391,0.5490196078431373,0.734634518623352,0.5,87.0,0,finetune,2,1,11
+50d,50.0,486,23,0.047325102880658436,0.5525596848762787,0.946661658371678,0.547945205479452,0.4,0.8695652173913043,0.6415094339622641,0.7776652574539185,0.5,92.0,0,finetune,2,1,11
+100d,100.0,486,23,0.047325102880658436,0.6646542253841239,0.9427176260681754,0.5753424657534246,0.42,0.9130434782608695,0.6666666666666667,0.6854496598243713,0.5,97.0,0,finetune,2,1,11
full,,486,23,0.047325102880658436,0.6500957778805636,0.9478824302751432,0.5797101449275363,0.43478260869565216,0.8695652173913043,0.7037037037037037,0.7691076397895813,0.5,152.0,0,finetune,2,1,11
-50d,-50.0,488,24,0.04918032786885246,0.12273525720633831,0.8111530172413793,0.21495327102803738,0.12105263157894737,0.9583333333333334,0.22727272727272727,0.5954627990722656,0.5,72.0,5,finetune,2,2,10
-20d,-20.0,488,24,0.04918032786885246,0.13565347950910195,0.8185165229885057,0.21782178217821782,0.12359550561797752,0.9166666666666666,0.2363636363636364,0.6666344404220581,0.5,75.0,1,finetune,2,2,10
-10d,-10.0,488,24,0.04918032786885246,0.14684663100256096,0.8279454022988506,0.21649484536082475,0.12352941176470589,0.875,0.24489795918367344,0.6018762588500977,0.5,76.0,1,finetune,2,2,10
+0d,0.0,488,24,0.04918032786885246,0.3393991602441119,0.8968211206896552,0.24705882352941178,0.14383561643835616,0.875,0.40624999999999994,0.7200794219970703,0.5,78.0,0,finetune,2,2,10
+20d,20.0,488,24,0.04918032786885246,0.4465796230118739,0.935614224137931,0.37037037037037035,0.23809523809523808,0.8333333333333334,0.45901639344262296,0.7343908548355103,0.5,82.0,0,finetune,2,2,10
+50d,50.0,488,24,0.04918032786885246,0.6167427071535508,0.9647090517241379,0.5,0.3382352941176471,0.9583333333333334,0.5789473684210527,0.8885155916213989,0.5,85.5,0,finetune,2,2,10
+100d,100.0,488,24,0.04918032786885246,0.6001853459744397,0.964709051724138,0.4943820224719101,0.3384615384615385,0.9166666666666666,0.5666666666666667,0.7554522752761841,0.5,90.5,0,finetune,2,2,10
full,,488,24,0.04918032786885246,0.6739776229875123,0.9773706896551724,0.5176470588235295,0.36065573770491804,0.9166666666666666,0.6909090909090909,0.8193542957305908,0.5,148.0,0,finetune,2,2,10
-50d,-50.0,487,24,0.049281314168377825,0.15916908692142356,0.76178905687545,0.18446601941747573,0.1043956043956044,0.7916666666666666,0.2043010752688172,0.5561381578445435,0.5,67.0,7,finetune,2,3,8
-20d,-20.0,487,24,0.049281314168377825,0.11683500511777815,0.757829373650108,0.19289340101522842,0.10982658959537572,0.7916666666666666,0.2122905027932961,0.5440154075622559,0.5,69.0,2,finetune,2,3,8
-10d,-10.0,487,24,0.049281314168377825,0.13508121459185968,0.779247660187185,0.20105820105820105,0.11515151515151516,0.7916666666666666,0.21656050955414013,0.563535749912262,0.5,71.0,1,finetune,2,3,8
+0d,0.0,487,24,0.049281314168377825,0.2078873121184534,0.8156947444204463,0.21839080459770116,0.12666666666666668,0.7916666666666666,0.3157894736842105,0.7176685333251953,0.5,74.0,0,finetune,2,3,8
+20d,20.0,487,24,0.049281314168377825,0.3827657203141192,0.8784197264218863,0.3958333333333333,0.2638888888888889,0.7916666666666666,0.45945945945945954,0.585719108581543,0.5,77.0,0,finetune,2,3,8
+50d,50.0,487,24,0.049281314168377825,0.4557260919391399,0.9072174226061915,0.49382716049382713,0.3508771929824561,0.8333333333333334,0.5671641791044777,0.6184180974960327,0.5,82.0,0,finetune,2,3,8
+100d,100.0,487,24,0.049281314168377825,0.5628555286657003,0.923686105111591,0.5121951219512195,0.3620689655172414,0.875,0.625,0.6638486385345459,0.5,86.0,0,finetune,2,3,8
full,,487,24,0.049281314168377825,0.6593745446107034,0.9290856731461482,0.48717948717948717,0.35185185185185186,0.7916666666666666,0.6923076923076924,0.6912017464637756,0.5,147.0,0,finetune,2,3,8
-50d,-50.0,486,23,0.047325102880658436,0.106322390269094,0.7629824396656962,0.1619047619047619,0.09090909090909091,0.7391304347826086,0.2417582417582418,0.7395012378692627,0.5,72.0,1,finetune,2,4,15
-20d,-20.0,486,23,0.047325102880658436,0.19302434039161556,0.7870222556108555,0.15228426395939088,0.08620689655172414,0.6521739130434783,0.3243243243243243,0.8725197315216064,0.5,75.5,1,finetune,2,4,15
-10d,-10.0,486,23,0.047325102880658436,0.23453490323962115,0.8063667950042257,0.16216216216216217,0.09259259259259259,0.6521739130434783,0.3243243243243243,0.8725197315216064,0.5,77.0,1,finetune,2,4,15
+0d,0.0,486,23,0.047325102880658436,0.4245677116291903,0.8788618649638464,0.2597402597402597,0.15267175572519084,0.8695652173913043,0.47368421052631576,0.9085507988929749,0.5,80.5,0,finetune,2,4,15
+20d,20.0,486,23,0.047325102880658436,0.5713029552643519,0.9291952295990233,0.45161290322580644,0.3,0.9130434782608695,0.6086956521739131,0.9047650694847107,0.5,83.0,0,finetune,2,4,15
+50d,50.0,486,23,0.047325102880658436,0.5980692235487133,0.9557704948821485,0.4634146341463415,0.3220338983050847,0.8260869565217391,0.6399999999999999,0.89198237657547,0.5,89.0,0,finetune,2,4,15
+100d,100.0,486,23,0.047325102880658436,0.6889139124253406,0.9520142736407174,0.5135135135135135,0.37254901960784315,0.8260869565217391,0.6666666666666667,0.8949196338653564,0.5,94.0,0,finetune,2,4,15
full,,486,23,0.047325102880658436,0.7563774374355899,0.9578364165649357,0.6031746031746031,0.475,0.8260869565217391,0.7083333333333334,0.8665984272956848,0.5,147.0,0,finetune,2,4,15
