cutoff,cutoff_days,n,n_pos,prevalence,pr_auc,roc_auc,f1,precision,recall,f1_best,threshold_best,threshold,median_obs_seen,n_empty,mode,seed,fold,best_epoch
+50d,50.0,488,24,0.04918032786885246,0.1264956387732364,0.7408405172413793,0.16589861751152074,0.09326424870466321,0.75,0.2857142857142857,0.6687684059143066,0.5,85.5,0,scratch,0,2,33
+100d,100.0,488,24,0.04918032786885246,0.14020958368740036,0.7388649425287357,0.15966386554621848,0.08878504672897196,0.7916666666666666,0.2564102564102564,0.6935783624649048,0.5,90.5,0,scratch,0,2,33
full,,488,24,0.04918032786885246,0.09810663890163793,0.7266522988505747,0.16379310344827586,0.09134615384615384,0.7916666666666666,0.20512820512820512,0.7043357491493225,0.5,148.0,0,scratch,0,2,33
-50d,-50.0,487,24,0.049281314168377825,0.07591115644748825,0.6780957523398128,0.1360544217687075,0.07407407407407407,0.8333333333333334,0.18181818181818185,0.6106063723564148,0.5,67.0,7,scratch,0,3,16
-20d,-20.0,487,24,0.049281314168377825,0.06883057807477862,0.6492980561555075,0.1357142857142857,0.07421875,0.7916666666666666,0.1509433962264151,0.5715726613998413,0.5,69.0,2,scratch,0,3,16
-10d,-10.0,487,24,0.049281314168377825,0.07137536544934395,0.6491180705543557,0.13533834586466165,0.0743801652892562,0.75,0.14406779661016947,0.5134503841400146,0.5,71.0,1,scratch,0,3,16
+0d,0.0,487,24,0.049281314168377825,0.0723682530723381,0.6534377249820015,0.12307692307692308,0.07017543859649122,0.5,0.1527272727272727,0.47200071811676025,0.5,74.0,0,scratch,0,3,16
+20d,20.0,487,24,0.049281314168377825,0.06474947746165283,0.6220302375809935,0.09803921568627451,0.05555555555555555,0.4166666666666667,0.1486988847583643,0.4792957901954651,0.5,77.0,0,scratch,0,3,16
+50d,50.0,487,24,0.049281314168377825,0.06115043838362281,0.6144708423326135,0.12605042016806722,0.07009345794392523,0.625,0.14659685863874344,0.5159434676170349,0.5,82.0,0,scratch,0,3,16
+100d,100.0,487,24,0.049281314168377825,0.07911496068100274,0.6559575233981282,0.1328125,0.07327586206896551,0.7083333333333334,0.15384615384615383,0.5160746574401855,0.5,86.0,0,scratch,0,3,16
full,,487,24,0.049281314168377825,0.0936390240337368,0.7168826493880489,0.13380281690140844,0.07307692307692308,0.7916666666666666,0.1986754966887417,0.6317330002784729,0.5,147.0,0,scratch,0,3,16
-50d,-50.0,486,23,0.047325102880658436,0.10868660277087344,0.6180862052774908,0.10752688172043011,0.06134969325153374,0.43478260869565216,0.15748031496062992,0.5081411004066467,0.5,72.0,1,scratch,0,4,3
