cutoff,cutoff_days,n,n_pos,prevalence,pr_auc,roc_auc,f1,precision,recall,f1_best,threshold_best,threshold,median_obs_seen,n_empty,mode,seed,fold,best_epoch
-20d,-20.0,486,23,0.047325102880658436,0.0495803236167459,0.49084421072401163,0.1044776119402985,0.06306306306306306,0.30434782608695654,0.10810810810810811,0.49670928716659546,0.5,75.5,1,scratch,0,4,3
-10d,-10.0,486,23,0.047325102880658436,0.04835807573105674,0.46379941778570755,0.06060606060606061,0.039473684210526314,0.13043478260869565,0.09815950920245398,0.48155835270881653,0.5,77.0,1,scratch,0,4,3
+0d,0.0,486,23,0.047325102880658436,0.042635224106501876,0.3964691520330548,0.0,0.0,0.0,0.09349593495934959,0.4193240702152252,0.5,80.5,0,scratch,0,4,3
+20d,20.0,486,23,0.047325102880658436,0.03912436961415275,0.3755282186120762,0.0,0.0,0.0,0.09406952965235174,0.4193240702152252,0.5,83.0,0,scratch,0,4,3
+50d,50.0,486,23,0.047325102880658436,0.032333922142792564,0.2978683444454878,0.0,0.0,0.0,0.092,0.4146777093410492,0.5,89.0,0,scratch,0,4,3
+100d,100.0,486,23,0.047325102880658436,0.03323749043242533,0.3051929758662785,0.0,0.0,0.0,0.09181636726546907,0.4146777093410492,0.5,94.0,0,scratch,0,4,3
full,,486,23,0.047325102880658436,0.06599236661212618,0.6257864588224246,0.1218274111675127,0.06896551724137931,0.5217391304347826,0.1348314606741573,0.5030872225761414,0.5,147.0,0,scratch,0,4,3
-50d,-50.0,487,24,0.049281314168377825,0.09612712080088157,0.630669546436285,0.13138686131386862,0.072,0.75,0.2105263157894737,0.6624382138252258,0.5,72.0,1,scratch,1,0,11
-20d,-20.0,487,24,0.049281314168377825,0.09410252935894495,0.6566774658027358,0.13768115942028986,0.07539682539682539,0.7916666666666666,0.18181818181818182,0.6629856824874878,0.5,75.0,0,scratch,1,0,11
-10d,-10.0,487,24,0.049281314168377825,0.1431848839293298,0.6716162706983442,0.1423487544483986,0.07782101167315175,0.8333333333333334,0.19354838709677416,0.6629856824874878,0.5,76.0,0,scratch,1,0,11
+0d,0.0,487,24,0.049281314168377825,0.15309216634379885,0.7047336213102952,0.14788732394366197,0.08076923076923077,0.875,0.2,0.65278559923172,0.5,79.0,0,scratch,1,0,11
+20d,20.0,487,24,0.049281314168377825,0.07504286478300909,0.6773758099352052,0.14583333333333334,0.07954545454545454,0.875,0.15028901734104047,0.5891739726066589,0.5,81.0,0,scratch,1,0,11
+50d,50.0,487,24,0.049281314168377825,0.0651242998878129,0.6443484521238301,0.14482758620689656,0.07894736842105263,0.875,0.14715719063545152,0.4567762315273285,0.5,85.0,0,scratch,1,0,11
+100d,100.0,487,24,0.049281314168377825,0.1070789072656964,0.6511879049676026,0.14482758620689656,0.07894736842105263,0.875,0.14765100671140938,0.4567762315273285,0.5,91.0,0,scratch,1,0,11
full,,487,24,0.049281314168377825,0.12709482673579767,0.7401007919366451,0.15254237288135594,0.08490566037735849,0.75,0.2105263157894737,0.6532688736915588,0.5,152.0,0,scratch,1,0,11
-50d,-50.0,486,23,0.047325102880658436,0.08023809179109506,0.673866090712743,0.1328125,0.07296137339055794,0.7391304347826086,0.1506849315068493,0.46411019563674927,0.5,76.0,2,scratch,1,1,9
-20d,-20.0,486,23,0.047325102880658436,0.08603912528295765,0.6824114940369987,0.13229571984435798,0.07264957264957266,0.7391304347826086,0.1506849315068493,0.4646029472351074,0.5,80.0,1,scratch,1,1,9
-10d,-10.0,486,23,0.047325102880658436,0.08455473672655212,0.6793126115128181,0.13178294573643412,0.07234042553191489,0.7391304347826086,0.1506849315068493,0.4646029472351074,0.5,81.0,1,scratch,1,1,9
+0d,0.0,486,23,0.047325102880658436,0.08238475079803097,0.6796882336369612,0.13688212927756654,0.075,0.782608695652174,0.15017064846416384,0.4683544635772705,0.5,84.0,0,scratch,1,1,9
+20d,20.0,486,23,0.047325102880658436,0.08229328330632237,0.6803455723542117,0.13584905660377358,0.0743801652892562,0.782608695652174,0.14965986394557823,0.4683544635772705,0.5,87.0,0,scratch,1,1,9
+50d,50.0,486,23,0.047325102880658436,0.0827480733208783,0.6816602497887125,0.13382899628252787,0.07317073170731707,0.782608695652174,0.1491525423728814,0.4683544635772705,0.5,92.0,0,scratch,1,1,9
+100d,100.0,486,23,0.047325102880658436,0.08180930508257288,0.6821297774438915,0.13382899628252787,0.07317073170731707,0.782608695652174,0.1491525423728814,0.4683544635772705,0.5,97.0,0,scratch,1,1,9
full,,486,23,0.047325102880658436,0.07665748306784727,0.7052305380786928,0.15,0.08294930875576037,0.782608695652174,0.16603773584905662,0.4708273112773895,0.5,152.0,0,scratch,1,1,9
-50d,-50.0,488,24,0.04918032786885246,0.10030560688017455,0.711566091954023,0.1619047619047619,0.0913978494623656,0.7083333333333334,0.1727272727272727,0.4917394518852234,0.5,72.0,5,scratch,1,2,33
-20d,-20.0,488,24,0.04918032786885246,0.12386752601155678,0.7127334770114943,0.16822429906542055,0.09473684210526316,0.75,0.18181818181818182,0.5108238458633423,0.5,75.0,1,scratch,1,2,33
-10d,-10.0,488,24,0.04918032786885246,0.1392614264194616,0.7141702586206897,0.16981132075471697,0.09574468085106383,0.75,0.1846153846153846,0.5130646824836731,0.5,76.0,1,scratch,1,2,33
+0d,0.0,488,24,0.04918032786885246,0.14145432302408453,0.735003591954023,0.16346153846153846,0.09239130434782608,0.7083333333333334,0.19999999999999998,0.5500357151031494,0.5,78.0,0,scratch,1,2,33
+20d,20.0,488,24,0.04918032786885246,0.1825185944416889,0.7341056034482758,0.17258883248730963,0.09826589595375723,0.7083333333333334,0.2142857142857143,0.549845278263092,0.5,82.0,0,scratch,1,2,33
+50d,50.0,488,24,0.04918032786885246,0.13806542694659696,0.7148886494252874,0.17801047120418848,0.10179640718562874,0.7083333333333334,0.20289855072463764,0.541130781173706,0.5,85.5,0,scratch,1,2,33
+100d,100.0,488,24,0.04918032786885246,0.09602925518918647,0.7076149425287356,0.17708333333333334,0.10119047619047619,0.7083333333333334,0.1836734693877551,0.49628394842147827,0.5,90.5,0,scratch,1,2,33
full,,488,24,0.04918032786885246,0.10408879831107848,0.7510775862068966,0.20618556701030927,0.11764705882352941,0.8333333333333334,0.2352941176470588,0.5475656986236572,0.5,148.0,0,scratch,1,2,33
-50d,-50.0,487,24,0.049281314168377825,0.0918108654428526,0.701493880489561,0.13043478260869565,0.07046979865771812,0.875,0.2162162162162162,0.6166437268257141,0.5,67.0,7,scratch,1,3,16
-20d,-20.0,487,24,0.049281314168377825,0.08485878663414223,0.6743160547156228,0.12883435582822086,0.0695364238410596,0.875,0.17073170731707318,0.6185969710350037,0.5,69.0,2,scratch,1,3,16
-10d,-10.0,487,24,0.049281314168377825,0.09217472000737621,0.6684665226781857,0.12844036697247707,0.06930693069306931,0.875,0.16326530612244897,0.62164306640625,0.5,71.0,1,scratch,1,3,16
+0d,0.0,487,24,0.049281314168377825,0.11544390651293704,0.6699064074874009,0.13043478260869565,0.07046979865771812,0.875,0.20408163265306126,0.5885122418403625,0.5,74.0,0,scratch,1,3,16
+20d,20.0,487,24,0.049281314168377825,0.09779711291127127,0.6551475881929445,0.12618296529968454,0.06825938566552901,0.8333333333333334,0.16666666666666666,0.5895436406135559,0.5,77.0,0,scratch,1,3,16
+50d,50.0,487,24,0.049281314168377825,0.06636384165254054,0.6044816414686826,0.12101910828025478,0.06551724137931035,0.7916666666666666,0.1348973607038123,0.4778273403644562,0.5,82.0,0,scratch,1,3,16
+100d,100.0,487,24,0.049281314168377825,0.06986931408358646,0.6257199424046076,0.11949685534591195,0.06462585034013606,0.7916666666666666,0.13818181818181818,0.5193735957145691,0.5,86.0,0,scratch,1,3,16
full,,487,24,0.049281314168377825,0.09619519854279578,0.7114830813534917,0.1346153846153846,0.07291666666666667,0.875,0.17647058823529416,0.5929093360900879,0.5,147.0,0,scratch,1,3,16
-50d,-50.0,486,23,0.047325102880658436,0.09222147777437142,0.653112968353836,0.11369509043927649,0.06043956043956044,0.9565217391304348,0.18604651162790697,0.6182486414909363,0.5,72.0,1,scratch,1,4,4
-20d,-20.0,486,23,0.047325102880658436,0.06293113544834657,0.556296365855949,0.1134020618556701,0.06027397260273973,0.9565217391304348,0.13071895424836602,0.5988350510597229,0.5,75.5,1,scratch,1,4,4
-10d,-10.0,486,23,0.047325102880658436,0.05425459811276623,0.5154474598553855,0.1134020618556701,0.06027397260273973,0.9565217391304348,0.11671087533156499,0.5437064170837402,0.5,77.0,1,scratch,1,4,4
+0d,0.0,486,23,0.047325102880658436,0.04931030751609778,0.5181707202554231,0.11282051282051282,0.05994550408719346,0.9565217391304348,0.11578947368421054,0.5364813804626465,0.5,80.5,0,scratch,1,4,4
+20d,20.0,486,23,0.047325102880658436,0.05111850249802827,0.523241618931355,0.11253196930946291,0.059782608695652176,0.9565217391304348,0.11702127659574468,0.5364813804626465,0.5,83.0,0,scratch,1,4,4
+50d,50.0,486,23,0.047325102880658436,0.04041444143156005,0.4428584843647291,0.11253196930946291,0.059782608695652176,0.9565217391304348,0.11548556430446193,0.535243034362793,0.5,89.0,0,scratch,1,4,4
+100d,100.0,486,23,0.047325102880658436,0.039727769350142175,0.43243497041975776,0.11224489795918367,0.05962059620596206,0.9565217391304348,0.11398963730569948,0.535243034362793,0.5,94.0,0,scratch,1,4,4
full,,486,23,0.047325102880658436,0.08690809833981852,0.683162738285285,0.12256267409470752,0.06547619047619048,0.9565217391304348,0.15942028985507248,0.6070367693901062,0.5,147.0,0,scratch,1,4,4
-50d,-50.0,487,24,0.049281314168377825,0.0997171273036835,0.6525377969762419,0.12903225806451613,0.07142857142857142,0.6666666666666666,0.1818181818181818,0.5462052226066589,0.5,72.0,1,scratch,2,0,5
-20d,-20.0,487,24,0.049281314168377825,0.09400230370755287,0.6456083513318934,0.11594202898550725,0.06557377049180328,0.5,0.1728395061728395,0.5382733941078186,0.5,75.0,0,scratch,2,0,5
-10d,-10.0,487,24,0.049281314168377825,0.14624882250553087,0.6618070554355652,0.15384615384615385,0.09090909090909091,0.5,0.21818181818181817,0.5382733941078186,0.5,76.0,0,scratch,2,0,5
+0d,0.0,487,24,0.049281314168377825,0.13374401549489653,0.7135529157667386,0.15873015873015872,0.1282051282051282,0.20833333333333334,0.23076923076923078,0.4917350709438324,0.5,79.0,0,scratch,2,0,5
+20d,20.0,487,24,0.049281314168377825,0.07274152401753718,0.6399388048956084,0.05128205128205128,0.06666666666666667,0.041666666666666664,0.1443298969072165,0.48109516501426697,0.5,81.0,0,scratch,2,0,5
+50d,50.0,487,24,0.049281314168377825,0.049537001420576515,0.5298776097912167,0.0,0.0,0.0,0.12324929971988796,0.45496004819869995,0.5,85.0,0,scratch,2,0,5
+100d,100.0,487,24,0.049281314168377825,0.0574049271986722,0.5378869690424766,0.038461538461538464,0.025,0.08333333333333333,0.12105263157894737,0.45621055364608765,0.5,91.0,0,scratch,2,0,5
full,,487,24,0.049281314168377825,0.0710396098237907,0.6627069834413247,0.14715719063545152,0.08,0.9166666666666666,0.149812734082397,0.5129067301750183,0.5,152.0,0,scratch,2,0,5
-50d,-50.0,486,23,0.047325102880658436,0.0996405766150465,0.6748051460231007,0.15,0.0847457627118644,0.6521739130434783,0.1818181818181818,0.5488053560256958,0.5,76.0,2,scratch,2,1,6
-20d,-20.0,486,23,0.047325102880658436,0.06886307673456703,0.6056906751807681,0.11842105263157894,0.06976744186046512,0.391304347826087,0.16666666666666666,0.5487471222877502,0.5,80.0,1,scratch,2,1,6
-10d,-10.0,486,23,0.047325102880658436,0.08399750528667568,0.6182740163395624,0.1553398058252427,0.1,0.34782608695652173,0.1846153846153846,0.537567675113678,0.5,81.0,1,scratch,2,1,6
+0d,0.0,486,23,0.047325102880658436,0.06028263446191947,0.5293454784486806,0.05263157894736842,0.06666666666666667,0.043478260869565216,0.10679611650485438,0.4216352105140686,0.5,84.0,0,scratch,2,1,6
+20d,20.0,486,23,0.047325102880658436,0.048128952158112394,0.49337966006197764,0.0,0.0,0.0,0.10031347962382445,0.40708398818969727,0.5,87.0,0,scratch,2,1,6
+50d,50.0,486,23,0.047325102880658436,0.041745422413539714,0.44849281622687576,0.0,0.0,0.0,0.09725158562367865,0.3864416480064392,0.5,92.0,0,scratch,2,1,6
+100d,100.0,486,23,0.047325102880658436,0.04439075460347031,0.48906000563433183,0.0,0.0,0.0,0.10638297872340426,0.4267367422580719,0.5,97.0,0,scratch,2,1,6
full,,486,23,0.047325102880658436,0.10243473700899651,0.7361254577894638,0.15833333333333333,0.08755760368663594,0.8260869565217391,0.2096774193548387,0.5454433560371399,0.5,152.0,0,scratch,2,1,6
-50d,-50.0,488,24,0.04918032786885246,0.13181875001874394,0.6992636494252874,0.14457831325301204,0.08,0.75,0.24390243902439027,0.5456392765045166,0.5,72.0,5,scratch,2,2,4
-20d,-20.0,488,24,0.04918032786885246,0.11984925144769984,0.6702586206896552,0.14213197969543148,0.08092485549132948,0.5833333333333334,0.20833333333333334,0.5404744148254395,0.5,75.0,1,scratch,2,2,4
-10d,-10.0,488,24,0.04918032786885246,0.10504940422049303,0.6608297413793104,0.12345679012345678,0.07246376811594203,0.4166666666666667,0.16326530612244897,0.5379167199134827,0.5,76.0,1,scratch,2,2,4
+0d,0.0,488,24,0.04918032786885246,0.09319717927067273,0.6077586206896551,0.11428571428571428,0.08695652173913043,0.16666666666666666,0.1904761904761905,0.5192572474479675,0.5,78.0,0,scratch,2,2,4
+20d,20.0,488,24,0.04918032786885246,0.0562040400575036,0.5670797413793103,0.0,0.0,0.0,0.12582781456953643,0.4518612027168274,0.5,82.0,0,scratch,2,2,4
+50d,50.0,488,24,0.04918032786885246,0.04966293347629393,0.5035919540229885,0.0,0.0,0.0,0.1088082901554404,0.45171502232551575,0.5,85.5,0,scratch,2,2,4
+100d,100.0,488,24,0.04918032786885246,0.05989240744085894,0.569055316091954,0.12030075187969924,0.07339449541284404,0.3333333333333333,0.13333333333333333,0.5044893622398376,0.5,90.5,0,scratch,2,2,4
full,,488,24,0.04918032786885246,0.07317886178434381,0.6804956896551724,0.15714285714285714,0.0859375,0.9166666666666666,0.1746031746031746,0.5113565325737,0.5,148.0,0,scratch,2,2,4
-50d,-50.0,487,24,0.049281314168377825,0.09789007467849026,0.6596472282217423,0.15300546448087432,0.0880503144654088,0.5833333333333334,0.23655913978494622,0.519859790802002,0.5,67.0,7,scratch,2,3,4
-20d,-20.0,487,24,0.049281314168377825,0.07431750287298797,0.5999820014398849,0.14864864864864866,0.08870967741935484,0.4583333333333333,0.1574803149606299,0.5051560997962952,0.5,69.0,2,scratch,2,3,4
-10d,-10.0,487,24,0.049281314168377825,0.07065715116156385,0.548956083513319,0.17647058823529413,0.11538461538461539,0.375,0.17821782178217824,0.5006759762763977,0.5,71.0,1,scratch,2,3,4
+0d,0.0,487,24,0.049281314168377825,0.0622625279649279,0.5163786897048236,0.06060606060606061,0.1111111111111111,0.041666666666666664,0.14285714285714288,0.45262324810028076,0.5,74.0,0,scratch,2,3,4
+20d,20.0,487,24,0.049281314168377825,0.06334004463832443,0.41036717062634986,0.06896551724137931,0.2,0.041666666666666664,0.09756097560975609,0.4741899371147156,0.5,77.0,0,scratch,2,3,4
+50d,50.0,487,24,0.049281314168377825,0.035859632354618705,0.34539236861051115,0.0,0.0,0.0,0.09504950495049505,0.3776070177555084,0.5,82.0,0,scratch,2,3,4
+100d,100.0,487,24,0.049281314168377825,0.0501875510352114,0.45671346292296616,0.0,0.0,0.0,0.12244897959183673,0.4862223267555237,0.5,86.0,0,scratch,2,3,4
full,,487,24,0.049281314168377825,0.08240321503879036,0.699244060475162,0.13756613756613756,0.07878787878787878,0.5416666666666666,0.16,0.4712088108062744,0.5,147.0,0,scratch,2,3,4
-50d,-50.0,486,23,0.047325102880658436,0.07999577311469513,0.6418443046295427,0.11382113821138211,0.07,0.30434782608695654,0.15384615384615383,0.49403589963912964,0.5,72.0,1,scratch,2,4,2
-20d,-20.0,486,23,0.047325102880658436,0.07464774984821522,0.544839891069584,0.125,0.0821917808219178,0.2608695652173913,0.15789473684210525,0.5029128193855286,0.5,75.5,1,scratch,2,4,2
-10d,-10.0,486,23,0.047325102880658436,0.06019463331226331,0.49460043196544273,0.057971014492753624,0.043478260869565216,0.08695652173913043,0.12121212121212122,0.5091150999069214,0.5,77.0,1,scratch,2,4,2
+0d,0.0,486,23,0.047325102880658436,0.04553991776217046,0.407362193633205,0.0,0.0,0.0,0.09803921568627452,0.467761367559433,0.5,80.5,0,scratch,2,4,2
+20d,20.0,486,23,0.047325102880658436,0.04343471108880313,0.39421541928819603,0.0,0.0,0.0,0.0931174089068826,0.40814074873924255,0.5,83.0,0,scratch,2,4,2
+50d,50.0,486,23,0.047325102880658436,0.03296174096018161,0.3070710864869941,0.0,0.0,0.0,0.09163346613545816,0.40354880690574646,0.5,89.0,0,scratch,2,4,2
+100d,100.0,486,23,0.047325102880658436,0.033516617362833415,0.30472344821109965,0.0,0.0,0.0,0.09145129224652089,0.40354880690574646,0.5,94.0,0,scratch,2,4,2
full,,486,23,0.047325102880658436,0.08263849861604046,0.5965818386702977,0.10434782608695652,0.06521739130434782,0.2608695652173913,0.13953488372093023,0.5040495991706848,0.5,147.0,0,scratch,2,4,2
-50d,-50.0,487,24,0.049281314168377825,0.09108154166674297,0.7053635709143269,0.14563106796116504,0.08241758241758242,0.625,0.1739130434782609,0.7049705386161804,0.5,72.0,1,frozen,0,0,29
-20d,-20.0,487,24,0.049281314168377825,0.11839110307526307,0.7643988480921525,0.18947368421052632,0.10843373493975904,0.75,0.19354838709677416,0.5207088589668274,0.5,75.0,0,frozen,0,0,29
-10d,-10.0,487,24,0.049281314168377825,0.18002658631089025,0.790856731461483,0.19540229885057472,0.11333333333333333,0.7083333333333334,0.23214285714285715,0.6367026567459106,0.5,76.0,0,frozen,0,0,29
+0d,0.0,487,24,0.049281314168377825,0.1898903973770708,0.8117350611951044,0.2206896551724138,0.1322314049586777,0.6666666666666666,0.2608695652173913,0.6473004221916199,0.5,79.0,0,frozen,0,0,29
+20d,20.0,487,24,0.049281314168377825,0.2601723296643618,0.8408927285817134,0.2647058823529412,0.16071428571428573,0.75,0.2903225806451613,0.5502327680587769,0.5,81.0,0,frozen,0,0,29
+50d,50.0,487,24,0.049281314168377825,0.3872796956257623,0.8896688264938805,0.3076923076923077,0.1935483870967742,0.75,0.4166666666666667,0.8715002536773682,0.5,85.0,0,frozen,0,0,29
+100d,100.0,487,24,0.049281314168377825,0.425605304392626,0.898218142548596,0.32432432432432434,0.20689655172413793,0.75,0.5084745762711864,0.8014001250267029,0.5,91.0,0,frozen,0,0,29
full,,487,24,0.049281314168377825,0.45386802592548225,0.9107271418286536,0.34615384615384615,0.225,0.75,0.45614035087719296,0.8259117603302002,0.5,152.0,0,frozen,0,0,29
-50d,-50.0,486,23,0.047325102880658436,0.19699157940470818,0.8306883275424922,0.19689119170984457,0.11176470588235295,0.8260869565217391,0.25,0.7894511222839355,0.5,76.0,2,frozen,0,1,22
-20d,-20.0,486,23,0.047325102880658436,0.18770765872812184,0.8250539956803455,0.19540229885057472,0.11258278145695365,0.7391304347826086,0.2708333333333333,0.6693823337554932,0.5,80.0,1,frozen,0,1,22
-10d,-10.0,486,23,0.047325102880658436,0.21446665393010214,0.8582026481359752,0.22077922077922077,0.1297709923664122,0.7391304347826086,0.36363636363636365,0.727146327495575,0.5,81.0,1,frozen,0,1,22
+0d,0.0,486,23,0.047325102880658436,0.20467854352603143,0.8743543994741291,0.27692307692307694,0.16822429906542055,0.782608695652174,0.3291139240506329,0.663885772228241,0.5,84.0,0,frozen,0,1,22
+20d,20.0,486,23,0.047325102880658436,0.18779705792196058,0.8632735468119073,0.2677165354330709,0.16346153846153846,0.7391304347826086,0.32,0.7036237120628357,0.5,87.0,0,frozen,0,1,22
+50d,50.0,486,23,0.047325102880658436,0.3256048987400923,0.9180204714057658,0.35514018691588783,0.2261904761904762,0.8260869565217391,0.4533333333333333,0.6899284720420837,0.5,92.0,0,frozen,0,1,22
+100d,100.0,486,23,0.047325102880658436,0.3980307207322273,0.9242182364541272,0.3958333333333333,0.2602739726027397,0.8260869565217391,0.47457627118644075,0.7690113186836243,0.5,97.0,0,frozen,0,1,22
full,,486,23,0.047325102880658436,0.49188460131900386,0.914545966757442,0.3619047619047619,0.23170731707317074,0.8260869565217391,0.5581395348837209,0.8818865418434143,0.5,152.0,0,frozen,0,1,22
-50d,-50.0,488,24,0.04918032786885246,0.15555758934217626,0.8193247126436782,0.19298245614035087,0.10784313725490197,0.9166666666666666,0.2727272727272727,0.7141838669776917,0.5,72.0,5,frozen,0,2,50
-20d,-20.0,488,24,0.04918032786885246,0.1536086588698211,0.8094468390804597,0.19900497512437812,0.11299435028248588,0.8333333333333334,0.27450980392156865,0.7704362869262695,0.5,75.0,1,frozen,0,2,50
-10d,-10.0,488,24,0.04918032786885246,0.15062625323468404,0.8163613505747125,0.19047619047619047,0.10909090909090909,0.75,0.26415094339622647,0.7704362869262695,0.5,76.0,1,frozen,0,2,50
+0d,0.0,488,24,0.04918032786885246,0.22865179835065003,0.8641343390804597,0.2360248447204969,0.1386861313868613,0.7916666666666666,0.33333333333333337,0.7071276903152466,0.5,78.0,0,frozen,0,2,50
+20d,20.0,488,24,0.04918032786885246,0.26785401400023745,0.8775143678160919,0.2753623188405797,0.16666666666666666,0.7916666666666666,0.32142857142857145,0.8455021381378174,0.5,82.0,0,frozen,0,2,50
+50d,50.0,488,24,0.04918032786885246,0.424160698268892,0.9304956896551724,0.34710743801652894,0.21649484536082475,0.875,0.5,0.8384641408920288,0.5,85.5,0,frozen,0,2,50
+100d,100.0,488,24,0.04918032786885246,0.3877231459962479,0.9263649425287357,0.3333333333333333,0.2111111111111111,0.7916666666666666,0.5070422535211269,0.8175827264785767,0.5,90.5,0,frozen,0,2,50
full,,488,24,0.04918032786885246,0.42349765119241456,0.9504310344827586,0.37606837606837606,0.23655913978494625,0.9166666666666666,0.547945205479452,0.7702770233154297,0.5,148.0,0,frozen,0,2,50
-50d,-50.0,487,24,0.049281314168377825,0.18072275363844384,0.7374010079193665,0.16289592760180996,0.09137055837563451,0.75,0.2,0.6907531023025513,0.5,67.0,7,frozen,0,3,29
-20d,-20.0,487,24,0.049281314168377825,0.1591746709338444,0.7257019438444925,0.1650485436893204,0.09340659340659341,0.7083333333333334,0.19354838709677416,0.8840184807777405,0.5,69.0,2,frozen,0,3,29
-10d,-10.0,487,24,0.049281314168377825,0.17728486349595926,0.7546796256299496,0.1945945945945946,0.11180124223602485,0.75,0.20809248554913296,0.5288380980491638,0.5,71.0,1,frozen,0,3,29
+0d,0.0,487,24,0.049281314168377825,0.24064166064248108,0.8187544996400288,0.2222222222222222,0.13333333333333333,0.6666666666666666,0.30588235294117644,0.6648270487785339,0.5,74.0,0,frozen,0,3,29
+20d,20.0,487,24,0.049281314168377825,0.20667029876119597,0.8492620590352772,0.26865671641791045,0.16363636363636364,0.75,0.31746031746031744,0.8200908899307251,0.5,77.0,0,frozen,0,3,29
+50d,50.0,487,24,0.049281314168377825,0.2957253239202021,0.8852591792656587,0.3125,0.19230769230769232,0.8333333333333334,0.4193548387096774,0.8452916741371155,0.5,82.0,0,frozen,0,3,29
+100d,100.0,487,24,0.049281314168377825,0.37049458041908784,0.8937185025197985,0.3114754098360656,0.19387755102040816,0.7916666666666666,0.4516129032258065,0.8354296088218689,0.5,86.0,0,frozen,0,3,29
full,,487,24,0.049281314168377825,0.4631035423381971,0.9108171346292296,0.3090909090909091,0.19767441860465115,0.7083333333333334,0.5245901639344263,0.7995790839195251,0.5,147.0,0,frozen,0,3,29
-50d,-50.0,486,23,0.047325102880658436,0.08583557432496697,0.722509155789276,0.15384615384615385,0.08530805687203792,0.782608695652174,0.17582417582417584,0.622818112373352,0.5,72.0,1,frozen,0,4,38
-20d,-20.0,486,23,0.047325102880658436,0.14323901908745462,0.7640154005070898,0.16,0.0891089108910891,0.782608695652174,0.23529411764705882,0.7991052865982056,0.5,75.5,1,frozen,0,4,38
-10d,-10.0,486,23,0.047325102880658436,0.16411159195329897,0.7656117945346981,0.1650485436893204,0.09289617486338798,0.7391304347826086,0.24242424242424243,0.8506607413291931,0.5,77.0,1,frozen,0,4,38
+0d,0.0,486,23,0.047325102880658436,0.24654820394882304,0.8255235233355245,0.20540540540540542,0.11728395061728394,0.8260869565217391,0.30000000000000004,0.8056308031082153,0.5,80.5,0,frozen,0,4,38
+20d,20.0,486,23,0.047325102880658436,0.32154263482585893,0.8759507935017372,0.25477707006369427,0.14925373134328357,0.8695652173913043,0.4,0.8536982536315918,0.5,83.0,0,frozen,0,4,38
+50d,50.0,486,23,0.047325102880658436,0.3448478253658258,0.9107897455160109,0.31496062992125984,0.19230769230769232,0.8695652173913043,0.4390243902439025,0.7506770491600037,0.5,89.0,0,frozen,0,4,38
+100d,100.0,486,23,0.047325102880658436,0.35067399966934487,0.9166118884402292,0.33613445378151263,0.20833333333333334,0.8695652173913043,0.4571428571428571,0.8101348876953125,0.5,94.0,0,frozen,0,4,38
full,,486,23,0.047325102880658436,0.6145328209582802,0.9370832942060288,0.3669724770642202,0.23255813953488372,0.8695652173913043,0.6153846153846153,0.9178652167320251,0.5,147.0,0,frozen,0,4,38
-50d,-50.0,487,24,0.049281314168377825,0.08386792325611167,0.6937544996400289,0.16589861751152074,0.09326424870466321,0.75,0.1724137931034483,0.4452230632305145,0.5,72.0,1,frozen,1,0,3
-20d,-20.0,487,24,0.049281314168377825,0.0947312567549203,0.7311015118790497,0.1722488038277512,0.0972972972972973,0.75,0.1864406779661017,0.6735302805900574,0.5,75.0,0,frozen,1,0,3
-10d,-10.0,487,24,0.049281314168377825,0.11914239239640564,0.7444204463642908,0.18095238095238095,0.10215053763440861,0.7916666666666666,0.2037037037037037,0.6809071898460388,0.5,76.0,0,frozen,1,0,3
+0d,0.0,487,24,0.049281314168377825,0.1258558958392731,0.7506299496040317,0.18269230769230768,0.10326086956521739,0.7916666666666666,0.20869565217391306,0.6884029507637024,0.5,79.0,0,frozen,1,0,3
+20d,20.0,487,24,0.049281314168377825,0.16551970421716716,0.7782577393808496,0.19289340101522842,0.10982658959537572,0.7916666666666666,0.25263157894736843,0.7115731239318848,0.5,81.0,0,frozen,1,0,3
+50d,50.0,487,24,0.049281314168377825,0.28657840634460346,0.8116450683945284,0.22085889570552147,0.12949640287769784,0.75,0.3508771929824562,0.7645967602729797,0.5,85.0,0,frozen,1,0,3
+100d,100.0,487,24,0.049281314168377825,0.267452828337711,0.8196544276457882,0.2517482517482518,0.15126050420168066,0.75,0.3461538461538462,0.7553499341011047,0.5,91.0,0,frozen,1,0,3
full,,487,24,0.049281314168377825,0.2955822001850219,0.8363930885529158,0.24050632911392406,0.1417910447761194,0.7916666666666666,0.37499999999999994,0.7670421004295349,0.5,152.0,0,frozen,1,0,3
-50d,-50.0,486,23,0.047325102880658436,0.18937679700890614,0.8165085923560897,0.21052631578947367,0.11976047904191617,0.8695652173913043,0.22580645161290322,0.6837278008460999,0.5,76.0,2,frozen,1,1,70
-20d,-20.0,486,23,0.047325102880658436,0.21886511657875973,0.8280589726734905,0.2033898305084746,0.11688311688311688,0.782608695652174,0.2826086956521739,0.714004397392273,0.5,80.0,1,frozen,1,1,70
-10d,-10.0,486,23,0.047325102880658436,0.18445258310269677,0.8438351018875012,0.2155688622754491,0.125,0.782608695652174,0.3132530120481928,0.7128409147262573,0.5,81.0,1,frozen,1,1,70
+0d,0.0,486,23,0.047325102880658436,0.20673949217203186,0.8581087426049394,0.23129251700680273,0.13709677419354838,0.7391304347826086,0.28888888888888886,0.7194124460220337,0.5,84.0,0,frozen,1,1,70
